"Date";"Time";"Action";"ID";"Name";"Temp";"PAR";"F(I)/Fo calc";"F(I)";"Fo,Fo'";"Fm,Fm'";"FMTm";"F";"Y(II)";"Y(4S)";"k/ocs";"ETR(II)";"Y(NO)";"Y(NPQ)";"NPQ";"qN";"qP";"qL";"F/Fm";"Fm'/Fm";"P700ox";"P700m,P700m'";"Y(I)";"Y(ND)";"Y(NA)";"ETR(I)";
14.11.23;08:44:35;New Report;NR;MR1;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;09:09:08;MC-Start;MCB;MC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;09:09:08;Manual;SK;S_231114_090908; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;09:09:41;MC-Stop;MCE;MC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;09:09:44;P700-Cal.;SK;S_231114_090944; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;09:10:02;LC-Start;LCB;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;09:10:03;Manual;SK;S_231114_091003; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;09:10:04;Fo-Det.;Fo;; 0.0;0;;0.0000;0.0904;;;;;;;;;;;;;;;;;;;;;;
14.11.23;09:10:05;Fm-Det.;SP;F_231114_091005_0; 0.0;0;;0.0000;0.0904;0.1714;;0.1136;0.472;;;0.000;0.663;0.000;0.000;0.000;0.713;0.568;0.663;1.000;-0.000;0.035;;;;;
14.11.23;09:10:13;Pm.-Det.;SP;F_231114_091013_0; 0.0;26;;0.0000;0.0887;0.1655;;0.1172;0.292;;;3.185;0.684;0.024;0.036;0.052;0.629;0.476;0.684;0.965;0.000;0.049;0.981;0.019;0.000;10.715;
14.11.23;09:10:27;P.+F. SP;SP;F_231114_091027_0; 0.0;26;;0.0000;0.0886;0.1650;;0.1149;0.304;;;3.316;0.670;0.026;0.039;0.056;0.656;0.506;0.670;0.963;0.000;0.051;1.000;0.010;-0.010;10.920;
14.11.23;09:10:37;P.+F. SP;SP;F_231114_091037_0; 0.0;36;;0.0000;0.0884;0.1645;;0.1174;0.286;;;4.328;0.685;0.029;0.042;0.061;0.619;0.466;0.685;0.960;0.008;0.054;0.945;0.160;-0.105;14.283;
14.11.23;09:10:47;P.+F. SP;SP;F_231114_091047_0; 0.0;48;;0.0000;0.0884;0.1641;;0.1199;0.270;;;5.437;0.699;0.031;0.044;0.064;0.584;0.430;0.699;0.958;0.010;0.052;0.862;0.212;-0.073;17.373;
