"Date";"Time";"Action";"ID";"Name";"Temp";"PAR";"F(I)/Fo calc";"F(I)";"Fo,Fo'";"Fm,Fm'";"FMTm";"F";"Y(II)";"Y(4S)";"k/ocs";"ETR(II)";"Y(NO)";"Y(NPQ)";"NPQ";"qN";"qP";"qL";"F/Fm";"Fm'/Fm";"P700ox";"P700m,P700m'";"Y(I)";"Y(ND)";"Y(NA)";"ETR(I)";
14.11.23;09:57:49;New Report;NR;MR1;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;09:58:36;MC-Start;MCB;MC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;09:58:36;Manual;SK;S_231114_095836; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:01:18;MC-Stop;MCE;MC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:03:41;MC-Start;MCB;MC2;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:03:41;Manual;SK;S_231114_100341; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:04:35;MC-Stop;MCE;MC2;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:04:49;MC-Start;MCB;MC3;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:04:49;Manual;SK;S_231114_100449; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:05:20;MC-Stop;MCE;MC3;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:05:24;P700-Cal.;SK;S_231114_100524; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:05:55;LC-Start;LCB;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:05:55;Manual;SK;S_231114_100555; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:05:56;Fo-Det.;Fo;; 0.0;0;;0.0000;0.6019;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:05:57;Fm-Det.;SP;F_231114_100557_0; 0.0;0;;0.0000;0.6019;1.1761;;0.8934;0.488;;;0.000;0.760;0.000;0.000;0.000;0.492;0.332;0.760;1.000;-0.005;0.070;;;;;
14.11.23;10:06:05;Pm.-Det.;SP;F_231114_100605_0; 0.0;26;;0.0000;0.5878;1.1235;;1.0612;0.055;;;0.606;0.902;0.042;0.047;0.067;0.116;0.064;0.902;0.955;-0.007;0.089;1.000;0.000;0.000;10.920;
14.11.23;10:06:19;P.+F. SP;SP;F_231114_100619_0; 0.0;26;;0.0000;0.5793;1.0926;;0.9614;0.120;;;1.311;0.817;0.062;0.076;0.106;0.256;0.154;0.817;0.929;-0.001;0.113;1.000;0.000;0.000;10.920;
14.11.23;10:06:29;P.+F. SP;SP;F_231114_100629_0; 0.0;36;;0.0000;0.5752;1.0782;;0.9007;0.165;;;2.490;0.766;0.070;0.091;0.124;0.353;0.225;0.766;0.917;-0.000;0.109;1.000;0.000;0.000;15.120;
14.11.23;10:06:39;P.+F. SP;SP;F_231114_100639_0; 0.0;48;;0.0000;0.5721;1.0675;;0.8573;0.197;;;3.968;0.729;0.074;0.102;0.137;0.424;0.283;0.729;0.908;0.012;0.117;1.000;0.137;-0.137;20.160;
14.11.23;10:06:49;P.+F. SP;SP;F_231114_100649_0; 0.0;60;;0.0000;0.5699;1.0596;;0.8217;0.225;;;5.659;0.699;0.077;0.110;0.147;0.486;0.337;0.699;0.901;-0.004;0.108;1.000;0.000;0.000;25.200;
14.11.23;10:06:59;P.+F. SP;SP;F_231114_100659_0; 0.0;105;;0.0000;0.5682;1.0538;;0.8365;0.206;;;9.094;0.711;0.083;0.116;0.154;0.447;0.304;0.711;0.896;0.008;0.112;1.000;0.094;-0.094;44.100;
14.11.23;10:07:09;P.+F. SP;SP;F_231114_100709_0; 0.0;162;;0.0000;0.5657;1.0454;;0.8526;0.184;;;12.547;0.725;0.091;0.125;0.165;0.402;0.267;0.725;0.889;0.017;0.114;1.000;0.187;-0.187;68.040;
14.11.23;10:07:19;P.+F. SP;SP;F_231114_100719_0; 0.0;199;;0.0000;0.5627;1.0351;;0.8455;0.183;;;15.303;0.719;0.098;0.136;0.177;0.401;0.267;0.719;0.880;0.021;0.114;1.000;0.235;-0.235;83.580;
14.11.23;10:07:29;P.+F. SP;SP;F_231114_100729_0; 0.0;290;;0.0000;0.5584;1.0207;;0.8675;0.150;;;18.286;0.738;0.112;0.152;0.195;0.331;0.213;0.738;0.868;0.016;0.102;0.963;0.184;-0.147;117.310;
14.11.23;10:07:39;P.+F. SP;SP;F_231114_100739_0; 0.0;410;;0.0000;0.5524;1.0010;;0.8848;0.116;;;19.981;0.752;0.132;0.175;0.219;0.259;0.162;0.752;0.851;0.033;0.133;1.000;0.368;-0.368;172.200;
14.11.23;10:07:49;P.+F. SP;SP;F_231114_100749_0; 0.0;550;;0.0000;0.5460;0.9799;;0.8909;0.091;;;20.983;0.758;0.152;0.200;0.244;0.205;0.126;0.758;0.833;0.052;0.140;0.992;0.587;-0.579;229.225;
14.11.23;10:07:59;P.+F. SP;SP;F_231114_100759_0; 0.0;26;;0.0000;0.5476;0.9853;;0.4779;0.515;;;5.624;0.466;0.019;0.194;0.238;1.000;1.000;0.406;0.838;-0.001;0.145;1.000;0.000;0.000;10.920;
14.11.23;10:08:02;LC-Stop;LCE;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:08:31;LC-Start;LCB;LC2;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:08:31;Manual;SK;S_231114_100831; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:08:32;Fo-Det.;Fo;; 0.0;0;;0.0000;0.3662;;;;;;;;;;;;;;;;;;;;;;
14.11.23;10:08:33;Fm-Det.;SP;F_231114_100833_0; 0.0;0;;0.0000;0.3662;1.0388;;0.5039;0.647;;;0.000;0.485;0.000;0.000;0.000;0.795;0.578;0.485;1.000;-0.009;0.132;;;;;
14.11.23;10:08:41;Pm.-Det.;SP;F_231114_100841_0; 0.0;26;;0.0000;0.3611;0.9991;;0.4830;0.517;;;5.641;0.465;0.018;0.040;0.052;0.809;0.605;0.465;0.962;-0.004;0.148;1.000;0.000;0.000;10.920;
14.11.23;10:08:55;P.+F. SP;SP;F_231114_100855_0; 0.0;26;;0.0000;0.3591;0.9839;;0.4641;0.528;;;5.769;0.447;0.025;0.056;0.071;0.832;0.644;0.447;0.947;-0.004;0.155;1.000;0.000;0.000;10.920;
